"Order_ID";"Product_ID";"User_ID";"Order_Date";"Return_Date";"Product_Category";"Product_Price";"Order_Quantity";"Return_Reason";"Return_Status";"Days_to_Return";"User_Age";"User_Gender";"User_Location";"Payment_Method";"Shipping_Method";"Discount_Applied";"Sales";"Profit"
"ORD00007323";"PROD00007323";"USER00007323";"2023-05-17";"";"Books";100.61;3;"No Return";"Not Returned";0;49;"Male";"City52";"Credit Card";"Express";3.85;290.21;58.04
"ORD00007324";"PROD00007324";"USER00007324";"2023-02-06";"2023-11-07";"Clothing";266.32;1;"Defective";"Returned";274;19;"Female";"City6";"Debit Card";"Standard";25.41;198.65;39.73
"ORD00007325";"PROD00007325";"USER00007325";"2023-10-01";"";"Books";222.46;3;"No Return";"Not Returned";0;43;"Male";"City21";"PayPal";"Standard";40.35;398.09;79.62
"ORD00007326";"PROD00007326";"USER00007326";"2024-05-14";"";"Clothing";161.32;5;"No Return";"Not Returned";0;60;"Female";"City68";"PayPal";"Next-Day";43.59;455.0;91.0
"ORD00007327";"PROD00007327";"USER00007327";"2023-01-17";"";"Clothing";313.72;5;"No Return";"Not Returned";0;21;"Female";"City9";"Credit Card";"Standard";13.86;1351.19;270.24
"ORD00007328";"PROD00007328";"USER00007328";"2023-10-08";"2024-05-20";"Clothing";415.87;3;"Not as described";"Returned";225;45;"Male";"City88";"Gift Card";"Standard";28.9;887.05;177.41
"ORD00007329";"PROD00007329";"USER00007329";"2023-03-13";"2023-05-11";"Home";43.58;4;"Changed mind";"Returned";59;24;"Female";"City74";"Gift Card";"Standard";12.63;152.3;30.46
"ORD00007330";"PROD00007330";"USER00007330";"2023-05-27";"2023-03-05";"Books";261.06;5;"Defective";"Returned";-83;64;"Female";"City2";"Credit Card";"Next-Day";40.74;773.52;154.7
"ORD00007331";"PROD00007331";"USER00007331";"2023-01-15";"";"Home";418.69;2;"No Return";"Not Returned";0;31;"Male";"City65";"Credit Card";"Express";16.24;701.39;140.28
"ORD00007332";"PROD00007332";"USER00007332";"2023-12-17";"";"Home";406.52;5;"No Return";"Not Returned";0;63;"Female";"City64";"PayPal";"Next-Day";38.72;1245.58;249.12
"ORD00007333";"PROD00007333";"USER00007333";"2023-03-09";"2023-05-02";"Electronics";73.47;1;"Not as described";"Returned";54;37;"Female";"City74";"Debit Card";"Next-Day";10.09;66.06;13.21
"ORD00007334";"PROD00007334";"USER00007334";"2023-03-28";"";"Home";455.89;1;"No Return";"Not Returned";0;68;"Male";"City68";"Credit Card";"Standard";8.64;416.5;83.3
"ORD00007335";"PROD00007335";"USER00007335";"2023-03-28";"2023-06-01";"Clothing";91.54;2;"Wrong item";"Returned";65;37;"Female";"City12";"Debit Card";"Express";31.41;125.57;25.11
"ORD00007336";"PROD00007336";"USER00007336";"2024-06-16";"2023-03-21";"Clothing";327.57;2;"Defective";"Returned";-453;58;"Male";"City39";"Gift Card";"Standard";1.67;644.2;128.84
"ORD00007337";"PROD00007337";"USER00007337";"2024-09-22";"2023-12-04";"Books";470.65;4;"Wrong item";"Returned";-293;50;"Female";"City87";"PayPal";"Next-Day";46.22;1012.46;202.49
"ORD00007338";"PROD00007338";"USER00007338";"2023-03-08";"2023-06-22";"Toys";409.21;4;"Defective";"Returned";106;54;"Female";"City28";"Credit Card";"Next-Day";12.62;1430.27;286.05
"ORD00007339";"PROD00007339";"USER00007339";"2023-08-26";"";"Toys";470.55;2;"No Return";"Not Returned";0;26;"Male";"City76";"Gift Card";"Standard";11.63;831.65;166.33
"ORD00007340";"PROD00007340";"USER00007340";"2024-02-19";"2023-01-12";"Clothing";20.5;4;"Wrong item";"Returned";-403;44;"Female";"City83";"Debit Card";"Express";47.82;42.79;8.56
"ORD00007341";"PROD00007341";"USER00007341";"2024-11-05";"2023-12-16";"Clothing";103.7;5;"Not as described";"Returned";-325;55;"Female";"City9";"Gift Card";"Express";42.24;299.49;59.9
"ORD00007342";"PROD00007342";"USER00007342";"2024-02-09";"2023-04-17";"Books";136.67;2;"Wrong item";"Returned";-298;60;"Male";"City92";"PayPal";"Express";31.91;186.12;37.22
"ORD00007343";"PROD00007343";"USER00007343";"2023-01-27";"2024-01-28";"Books";130.5;4;"Defective";"Returned";366;69;"Female";"City17";"Credit Card";"Standard";36.54;331.26;66.25
"ORD00007344";"PROD00007344";"USER00007344";"2023-10-10";"";"Home";141.03;4;"No Return";"Not Returned";0;51;"Male";"City27";"Credit Card";"Express";17.31;466.47;93.29
"ORD00007345";"PROD00007345";"USER00007345";"2024-02-04";"2024-03-11";"Home";181.26;5;"Wrong item";"Returned";36;20;"Female";"City6";"Credit Card";"Express";20.73;718.42;143.68
"ORD00007346";"PROD00007346";"USER00007346";"2023-12-01";"";"Clothing";475.09;5;"No Return";"Not Returned";0;43;"Male";"City90";"Credit Card";"Express";23.58;1815.32;363.06
"ORD00007347";"PROD00007347";"USER00007347";"2024-09-15";"2024-04-02";"Home";113.27;1;"Changed mind";"Returned";-166;28;"Male";"City65";"Credit Card";"Express";47.86;59.06;11.81
"ORD00007348";"PROD00007348";"USER00007348";"2023-10-06";"";"Clothing";409.29;4;"No Return";"Not Returned";0;19;"Male";"City62";"PayPal";"Next-Day";41.05;965.11;193.02
"ORD00007349";"PROD00007349";"USER00007349";"2023-04-21";"2023-04-12";"Books";83.92;1;"Changed mind";"Returned";-9;44;"Male";"City10";"Credit Card";"Standard";36.77;53.06;10.61
"ORD00007350";"PROD00007350";"USER00007350";"2023-07-08";"";"Electronics";119.95;2;"No Return";"Not Returned";0;33;"Male";"City77";"PayPal";"Express";6.19;225.05;45.01
"ORD00007351";"PROD00007351";"USER00007351";"2023-01-14";"";"Books";383.86;5;"No Return";"Not Returned";0;44;"Female";"City89";"Credit Card";"Next-Day";6.71;1790.51;358.1
"ORD00007352";"PROD00007352";"USER00007352";"2024-11-29";"";"Books";70.78;4;"No Return";"Not Returned";0;62;"Female";"City36";"Debit Card";"Express";19.61;227.6;45.52
"ORD00007353";"PROD00007353";"USER00007353";"2023-06-09";"2024-07-25";"Home";468.6;3;"Wrong item";"Returned";412;25;"Male";"City8";"PayPal";"Standard";29.65;988.98;197.8
"ORD00007354";"PROD00007354";"USER00007354";"2024-01-16";"2023-08-23";"Books";142.88;2;"Not as described";"Returned";-146;65;"Male";"City1";"Debit Card";"Standard";17.89;234.64;46.93
"ORD00007355";"PROD00007355";"USER00007355";"2024-11-17";"";"Electronics";173.39;3;"No Return";"Not Returned";0;40;"Female";"City94";"PayPal";"Next-Day";6.53;486.2;97.24
"ORD00007356";"PROD00007356";"USER00007356";"2024-04-09";"2023-04-24";"Clothing";199.76;1;"Wrong item";"Returned";-351;44;"Male";"City38";"Debit Card";"Express";41.54;116.78;23.36
"ORD00007357";"PROD00007357";"USER00007357";"2024-07-10";"";"Books";50.77;4;"No Return";"Not Returned";0;49;"Male";"City31";"PayPal";"Standard";35.98;130.01;26.0
"ORD00007358";"PROD00007358";"USER00007358";"2023-08-27";"";"Books";290.29;2;"No Return";"Not Returned";0;28;"Male";"City10";"Debit Card";"Next-Day";18.17;475.09;95.02
"ORD00007359";"PROD00007359";"USER00007359";"2024-11-12";"";"Clothing";224.45;2;"No Return";"Not Returned";0;65;"Female";"City27";"PayPal";"Express";23.58;343.05;68.61
"ORD00007360";"PROD00007360";"USER00007360";"2024-11-30";"";"Home";149.66;2;"No Return";"Not Returned";0;25;"Female";"City77";"Gift Card";"Standard";26.36;220.42;44.08
"ORD00007361";"PROD00007361";"USER00007361";"2024-08-15";"";"Books";55.31;5;"No Return";"Not Returned";0;48;"Male";"City62";"Debit Card";"Express";2.64;269.25;53.85
"ORD00007362";"PROD00007362";"USER00007362";"2023-11-28";"";"Books";143.91;1;"No Return";"Not Returned";0;52;"Male";"City97";"PayPal";"Next-Day";10.38;128.97;25.79
"ORD00007363";"PROD00007363";"USER00007363";"2024-03-21";"";"Toys";99.27;5;"No Return";"Not Returned";0;61;"Female";"City44";"PayPal";"Standard";0.42;494.27;98.85
"ORD00007364";"PROD00007364";"USER00007364";"2024-08-20";"2024-08-25";"Clothing";47.38;4;"Wrong item";"Returned";5;20;"Male";"City78";"Credit Card";"Next-Day";1.89;185.94;37.19
"ORD00007365";"PROD00007365";"USER00007365";"2023-07-22";"";"Clothing";214.16;2;"No Return";"Not Returned";0;41;"Male";"City70";"Debit Card";"Standard";23.03;329.68;65.94
"ORD00007366";"PROD00007366";"USER00007366";"2024-03-25";"";"Home";179.83;1;"No Return";"Not Returned";0;50;"Male";"City97";"Credit Card";"Next-Day";18.13;147.23;29.45
"ORD00007367";"PROD00007367";"USER00007367";"2024-03-14";"2024-06-26";"Home";409.46;1;"Wrong item";"Returned";104;25;"Female";"City82";"Debit Card";"Standard";24.6;308.73;61.75
"ORD00007368";"PROD00007368";"USER00007368";"2024-09-11";"";"Toys";101.49;4;"No Return";"Not Returned";0;36;"Female";"City86";"Debit Card";"Next-Day";9.69;366.62;73.32
"ORD00007369";"PROD00007369";"USER00007369";"2024-01-24";"";"Books";363.02;1;"No Return";"Not Returned";0;32;"Male";"City76";"PayPal";"Express";47.98;188.84;37.77
"ORD00007370";"PROD00007370";"USER00007370";"2023-02-12";"2023-07-08";"Home";204.64;1;"Defective";"Returned";146;24;"Female";"City52";"Debit Card";"Express";1.02;202.55;40.51
"ORD00007371";"PROD00007371";"USER00007371";"2023-04-27";"2023-09-25";"Toys";370.49;3;"Not as described";"Returned";151;23;"Male";"City88";"Gift Card";"Standard";24.44;839.83;167.97
"ORD00007372";"PROD00007372";"USER00007372";"2024-02-08";"2023-06-12";"Electronics";139.17;4;"Wrong item";"Returned";-241;24;"Male";"City79";"Debit Card";"Standard";18.37;454.42;90.88
"ORD00007373";"PROD00007373";"USER00007373";"2024-06-01";"";"Home";18.66;1;"No Return";"Not Returned";0;29;"Male";"City93";"Gift Card";"Express";19.43;15.03;3.01
"ORD00007374";"PROD00007374";"USER00007374";"2024-12-03";"2024-04-22";"Home";244.25;1;"Wrong item";"Returned";-225;32;"Female";"City85";"Credit Card";"Express";8.14;224.37;44.87
"ORD00007375";"PROD00007375";"USER00007375";"2023-03-03";"";"Books";28.14;1;"No Return";"Not Returned";0;18;"Male";"City53";"Credit Card";"Express";37.37;17.62;3.52
"ORD00007376";"PROD00007376";"USER00007376";"2023-07-31";"2024-03-22";"Home";443.26;4;"Defective";"Returned";235;67;"Female";"City81";"Debit Card";"Standard";33.08;1186.52;237.3
"ORD00007377";"PROD00007377";"USER00007377";"2023-11-13";"";"Toys";460.86;1;"No Return";"Not Returned";0;27;"Female";"City9";"Credit Card";"Standard";33.2;307.85;61.57
"ORD00007378";"PROD00007378";"USER00007378";"2023-12-08";"2023-04-28";"Clothing";460.45;4;"Changed mind";"Returned";-224;31;"Female";"City90";"Debit Card";"Next-Day";0.61;1830.57;366.11
"ORD00007379";"PROD00007379";"USER00007379";"2023-04-01";"2024-09-05";"Toys";462.19;2;"Defective";"Returned";523;59;"Male";"City57";"Debit Card";"Express";20.7;733.03;146.61
"ORD00007380";"PROD00007380";"USER00007380";"2024-06-17";"";"Clothing";439.12;4;"No Return";"Not Returned";0;37;"Male";"City5";"Gift Card";"Standard";43.65;989.78;197.96
"ORD00007381";"PROD00007381";"USER00007381";"2024-07-07";"";"Electronics";434.18;5;"No Return";"Not Returned";0;18;"Male";"City74";"Credit Card";"Next-Day";34.81;1415.21;283.04
"ORD00007382";"PROD00007382";"USER00007382";"2024-04-22";"";"Books";368.02;5;"No Return";"Not Returned";0;42;"Male";"City69";"PayPal";"Express";24.54;1388.54;277.71
"ORD00007383";"PROD00007383";"USER00007383";"2023-08-18";"2024-10-02";"Books";170.27;1;"Defective";"Returned";411;61;"Male";"City48";"Credit Card";"Next-Day";10.57;152.27;30.45
"ORD00007384";"PROD00007384";"USER00007384";"2023-03-04";"";"Electronics";203.94;1;"No Return";"Not Returned";0;70;"Male";"City25";"Debit Card";"Next-Day";43.62;114.98;23.0
"ORD00007385";"PROD00007385";"USER00007385";"2024-04-06";"";"Electronics";332.54;3;"No Return";"Not Returned";0;66;"Male";"City45";"Gift Card";"Standard";2.12;976.47;195.29
"ORD00007386";"PROD00007386";"USER00007386";"2023-04-24";"2024-05-26";"Books";364.72;3;"Changed mind";"Returned";398;31;"Female";"City16";"PayPal";"Express";32.51;738.45;147.69
"ORD00007387";"PROD00007387";"USER00007387";"2023-01-31";"2024-12-30";"Clothing";286.58;3;"Changed mind";"Returned";699;24;"Female";"City45";"Debit Card";"Next-Day";2.58;837.56;167.51
"ORD00007388";"PROD00007388";"USER00007388";"2023-12-31";"";"Home";57.69;5;"No Return";"Not Returned";0;42;"Male";"City62";"Debit Card";"Next-Day";10.85;257.15;51.43
"ORD00007389";"PROD00007389";"USER00007389";"2024-02-21";"2024-04-27";"Toys";49.68;1;"Defective";"Returned";66;29;"Female";"City79";"PayPal";"Next-Day";6.77;46.32;9.26
"ORD00007390";"PROD00007390";"USER00007390";"2023-03-19";"";"Books";442.39;4;"No Return";"Not Returned";0;26;"Male";"City1";"PayPal";"Express";8.32;1622.33;324.47
"ORD00007391";"PROD00007391";"USER00007391";"2024-05-29";"";"Home";40.74;5;"No Return";"Not Returned";0;61;"Male";"City2";"Gift Card";"Express";19.25;164.49;32.9
"ORD00007392";"PROD00007392";"USER00007392";"2024-04-23";"2023-12-09";"Books";58.14;3;"Changed mind";"Returned";-136;60;"Female";"City36";"PayPal";"Express";44.48;96.84;19.37
"ORD00007393";"PROD00007393";"USER00007393";"2023-09-19";"";"Electronics";206.33;1;"No Return";"Not Returned";0;57;"Male";"City59";"Gift Card";"Express";31.69;140.94;28.19
"ORD00007394";"PROD00007394";"USER00007394";"2024-01-30";"2024-09-09";"Clothing";7.67;5;"Wrong item";"Returned";223;36;"Female";"City7";"Debit Card";"Express";36.09;24.51;4.9
"ORD00007395";"PROD00007395";"USER00007395";"2024-10-14";"";"Toys";371.02;4;"No Return";"Not Returned";0;42;"Female";"City83";"Credit Card";"Express";34.72;968.81;193.76
"ORD00007396";"PROD00007396";"USER00007396";"2023-03-21";"2024-11-13";"Toys";470.79;1;"Wrong item";"Returned";603;49;"Female";"City51";"Credit Card";"Next-Day";6.65;439.48;87.9
"ORD00007397";"PROD00007397";"USER00007397";"2024-06-23";"2024-03-28";"Home";305.95;3;"Not as described";"Returned";-87;69;"Female";"City60";"Debit Card";"Standard";30.04;642.13;128.43
"ORD00007398";"PROD00007398";"USER00007398";"2023-10-22";"2024-05-02";"Electronics";421.66;2;"Wrong item";"Returned";193;52;"Male";"City79";"Gift Card";"Standard";23.34;646.49;129.3
"ORD00007399";"PROD00007399";"USER00007399";"2024-03-12";"";"Electronics";397.76;2;"No Return";"Not Returned";0;41;"Female";"City23";"PayPal";"Express";1.5;783.59;156.72
"ORD00007400";"PROD00007400";"USER00007400";"2023-05-07";"";"Clothing";456.33;4;"No Return";"Not Returned";0;43;"Female";"City51";"Gift Card";"Standard";17.45;1506.8;301.36
"ORD00007401";"PROD00007401";"USER00007401";"2023-04-16";"";"Home";156.88;2;"No Return";"Not Returned";0;67;"Male";"City37";"Debit Card";"Standard";32.94;210.41;42.08
"ORD00007402";"PROD00007402";"USER00007402";"2023-05-12";"";"Clothing";417.24;1;"No Return";"Not Returned";0;49;"Female";"City93";"PayPal";"Next-Day";42.48;240.0;48.0
"ORD00007403";"PROD00007403";"USER00007403";"2024-09-17";"";"Clothing";96.24;1;"No Return";"Not Returned";0;20;"Male";"City94";"Credit Card";"Next-Day";34.33;63.2;12.64
"ORD00007404";"PROD00007404";"USER00007404";"2023-10-22";"2023-10-18";"Toys";380.24;4;"Wrong item";"Returned";-4;64;"Male";"City49";"PayPal";"Standard";10.31;1364.15;272.83
"ORD00007405";"PROD00007405";"USER00007405";"2023-07-08";"";"Books";138.28;2;"No Return";"Not Returned";0;63;"Male";"City89";"Credit Card";"Express";24.04;210.07;42.01
"ORD00007406";"PROD00007406";"USER00007406";"2024-01-29";"2024-11-28";"Clothing";347.48;3;"Not as described";"Returned";304;50;"Male";"City75";"PayPal";"Express";25.36;778.08;155.62
"ORD00007407";"PROD00007407";"USER00007407";"2023-03-05";"2023-01-05";"Electronics";190.04;4;"Wrong item";"Returned";-59;43;"Female";"City100";"Credit Card";"Next-Day";23.56;581.07;116.21
"ORD00007408";"PROD00007408";"USER00007408";"2023-12-19";"2024-01-18";"Electronics";462.64;4;"Not as described";"Returned";30;30;"Male";"City47";"PayPal";"Standard";24.14;1403.83;280.77
"ORD00007409";"PROD00007409";"USER00007409";"2023-05-22";"";"Home";488.83;3;"No Return";"Not Returned";0;60;"Male";"City56";"PayPal";"Next-Day";1.66;1442.15;288.43
"ORD00007410";"PROD00007410";"USER00007410";"2023-04-07";"";"Books";233.17;5;"No Return";"Not Returned";0;60;"Female";"City57";"Gift Card";"Standard";46.1;628.39;125.68
"ORD00007411";"PROD00007411";"USER00007411";"2023-07-03";"";"Electronics";198.59;1;"No Return";"Not Returned";0;70;"Female";"City66";"PayPal";"Standard";24.57;149.8;29.96
"ORD00007412";"PROD00007412";"USER00007412";"2023-06-06";"";"Clothing";11.2;2;"No Return";"Not Returned";0;23;"Male";"City43";"PayPal";"Standard";17.57;18.46;3.69
"ORD00007413";"PROD00007413";"USER00007413";"2023-02-20";"2023-03-29";"Electronics";25.64;3;"Defective";"Returned";37;28;"Male";"City80";"Credit Card";"Next-Day";15.69;64.85;12.97
"ORD00007414";"PROD00007414";"USER00007414";"2024-02-04";"";"Electronics";147.31;5;"No Return";"Not Returned";0;20;"Female";"City79";"Debit Card";"Express";5.42;696.63;139.33
"ORD00007415";"PROD00007415";"USER00007415";"2023-07-09";"2023-12-23";"Electronics";456.8;4;"Defective";"Returned";167;23;"Female";"City49";"Debit Card";"Express";25.13;1368.02;273.6
"ORD00007416";"PROD00007416";"USER00007416";"2023-08-20";"";"Clothing";437.52;3;"No Return";"Not Returned";0;49;"Male";"City64";"Debit Card";"Standard";9.81;1183.8;236.76
"ORD00007417";"PROD00007417";"USER00007417";"2023-10-27";"2023-07-20";"Books";170.89;5;"Wrong item";"Returned";-99;54;"Male";"City20";"PayPal";"Standard";15.46;722.35;144.47
"ORD00007418";"PROD00007418";"USER00007418";"2024-06-21";"";"Clothing";487.12;2;"No Return";"Not Returned";0;61;"Female";"City28";"Gift Card";"Standard";41.71;567.88;113.58
"ORD00007419";"PROD00007419";"USER00007419";"2024-12-24";"";"Home";413.96;2;"No Return";"Not Returned";0;43;"Female";"City24";"Credit Card";"Standard";13.06;719.79;143.96
"ORD00007420";"PROD00007420";"USER00007420";"2024-05-02";"";"Electronics";341.46;5;"No Return";"Not Returned";0;21;"Female";"City19";"Credit Card";"Standard";14.66;1457.01;291.4
"ORD00007421";"PROD00007421";"USER00007421";"2024-02-20";"2024-04-15";"Clothing";247.25;3;"Changed mind";"Returned";55;42;"Male";"City78";"PayPal";"Next-Day";18.69;603.12;120.62
"ORD00007422";"PROD00007422";"USER00007422";"2023-11-19";"2024-07-03";"Books";95.45;3;"Defective";"Returned";227;61;"Female";"City13";"Debit Card";"Next-Day";22.39;222.24;44.45
"ORD00007423";"PROD00007423";"USER00007423";"2023-06-30";"2023-12-24";"Clothing";239.4;1;"Defective";"Returned";177;24;"Male";"City82";"PayPal";"Standard";16.6;199.66;39.93
"ORD00007424";"PROD00007424";"USER00007424";"2024-08-22";"";"Home";249.53;2;"No Return";"Not Returned";0;19;"Female";"City29";"PayPal";"Express";21.13;393.61;78.72
"ORD00007425";"PROD00007425";"USER00007425";"2023-10-11";"";"Books";468.12;3;"No Return";"Not Returned";0;51;"Female";"City97";"Debit Card";"Standard";33.65;931.79;186.36
"ORD00007426";"PROD00007426";"USER00007426";"2023-12-18";"2024-03-20";"Toys";444.95;3;"Not as described";"Returned";93;42;"Female";"City62";"Credit Card";"Express";19.43;1075.49;215.1
"ORD00007427";"PROD00007427";"USER00007427";"2024-07-13";"2024-02-19";"Toys";489.14;5;"Wrong item";"Returned";-145;22;"Male";"City92";"PayPal";"Express";37.68;1524.16;304.83
"ORD00007428";"PROD00007428";"USER00007428";"2023-07-24";"";"Toys";316.78;5;"No Return";"Not Returned";0;29;"Male";"City15";"PayPal";"Express";10.01;1425.35;285.07
"ORD00007429";"PROD00007429";"USER00007429";"2024-05-01";"2024-11-27";"Electronics";282.61;1;"Defective";"Returned";210;30;"Female";"City47";"Debit Card";"Express";24.6;213.09;42.62
"ORD00007430";"PROD00007430";"USER00007430";"2024-07-10";"";"Home";214.46;3;"No Return";"Not Returned";0;29;"Female";"City52";"Debit Card";"Standard";5.06;610.82;122.16
"ORD00007431";"PROD00007431";"USER00007431";"2024-09-25";"";"Electronics";126.2;3;"No Return";"Not Returned";0;62;"Female";"City20";"Credit Card";"Express";33.51;251.73;50.35
"ORD00007432";"PROD00007432";"USER00007432";"2023-11-09";"2024-06-23";"Clothing";5.78;3;"Changed mind";"Returned";227;52;"Female";"City50";"Gift Card";"Standard";42.21;10.02;2.0
"ORD00007433";"PROD00007433";"USER00007433";"2023-05-15";"2024-08-17";"Toys";213.6;3;"Not as described";"Returned";460;61;"Male";"City48";"Credit Card";"Express";25.19;479.38;95.88
"ORD00007434";"PROD00007434";"USER00007434";"2023-03-25";"2023-08-26";"Books";24.59;3;"Defective";"Returned";154;29;"Female";"City16";"PayPal";"Express";21.53;57.89;11.58
"ORD00007435";"PROD00007435";"USER00007435";"2023-03-29";"2024-08-22";"Clothing";117.99;1;"Changed mind";"Returned";512;49;"Male";"City11";"PayPal";"Standard";21.79;92.28;18.46
"ORD00007436";"PROD00007436";"USER00007436";"2024-09-12";"";"Books";18.49;2;"No Return";"Not Returned";0;52;"Female";"City25";"Gift Card";"Standard";15.29;31.33;6.27
"ORD00007437";"PROD00007437";"USER00007437";"2024-09-30";"2023-07-15";"Clothing";376.54;4;"Wrong item";"Returned";-443;67;"Male";"City89";"PayPal";"Express";44.45;836.67;167.33
"ORD00007438";"PROD00007438";"USER00007438";"2024-10-27";"2023-06-06";"Clothing";37.43;1;"Wrong item";"Returned";-509;21;"Female";"City3";"Credit Card";"Express";39.73;22.56;4.51
"ORD00007439";"PROD00007439";"USER00007439";"2024-07-07";"2023-12-31";"Electronics";165.19;5;"Not as described";"Returned";-189;65;"Female";"City4";"PayPal";"Standard";18.08;676.62;135.32
"ORD00007440";"PROD00007440";"USER00007440";"2024-12-06";"";"Home";418.11;2;"No Return";"Not Returned";0;65;"Male";"City76";"Credit Card";"Express";5.17;792.99;158.6
"ORD00007441";"PROD00007441";"USER00007441";"2024-05-18";"";"Toys";328.2;1;"No Return";"Not Returned";0;70;"Female";"City61";"PayPal";"Next-Day";40.49;195.31;39.06
"ORD00007442";"PROD00007442";"USER00007442";"2023-04-09";"2023-03-03";"Home";481.41;5;"Wrong item";"Returned";-37;52;"Male";"City22";"Debit Card";"Next-Day";43.83;1352.04;270.41
"ORD00007443";"PROD00007443";"USER00007443";"2024-05-11";"";"Toys";26.21;2;"No Return";"Not Returned";0;35;"Male";"City90";"PayPal";"Standard";2.35;51.19;10.24
"ORD00007444";"PROD00007444";"USER00007444";"2024-08-01";"";"Home";252.58;3;"No Return";"Not Returned";0;56;"Male";"City89";"Debit Card";"Next-Day";3.41;731.9;146.38
"ORD00007445";"PROD00007445";"USER00007445";"2024-12-26";"";"Home";418.95;4;"No Return";"Not Returned";0;29;"Female";"City75";"Credit Card";"Next-Day";14.79;1427.95;285.59
"ORD00007446";"PROD00007446";"USER00007446";"2023-06-05";"2024-05-27";"Books";367.38;1;"Not as described";"Returned";357;31;"Female";"City83";"Debit Card";"Express";25.83;272.49;54.5
"ORD00007447";"PROD00007447";"USER00007447";"2023-08-30";"2024-05-03";"Clothing";439.71;5;"Defective";"Returned";247;38;"Male";"City33";"PayPal";"Express";28.27;1577.02;315.4
"ORD00007448";"PROD00007448";"USER00007448";"2024-04-20";"2024-04-05";"Electronics";314.89;1;"Defective";"Returned";-15;31;"Female";"City64";"PayPal";"Express";23.29;241.55;48.31
"ORD00007449";"PROD00007449";"USER00007449";"2024-02-15";"2023-07-28";"Toys";363.27;2;"Wrong item";"Returned";-202;58;"Female";"City3";"Gift Card";"Express";13.47;628.68;125.74
"ORD00007450";"PROD00007450";"USER00007450";"2023-03-15";"";"Home";329.6;1;"No Return";"Not Returned";0;66;"Male";"City10";"Credit Card";"Next-Day";11.24;292.55;58.51
"ORD00007451";"PROD00007451";"USER00007451";"2023-04-01";"2024-11-21";"Electronics";201.46;5;"Not as described";"Returned";600;53;"Male";"City86";"PayPal";"Standard";43.18;572.35;114.47
"ORD00007452";"PROD00007452";"USER00007452";"2023-12-17";"2024-12-26";"Home";88.62;3;"Wrong item";"Returned";375;55;"Male";"City42";"Credit Card";"Express";37.8;165.36;33.07
"ORD00007453";"PROD00007453";"USER00007453";"2024-08-28";"";"Clothing";94.95;5;"No Return";"Not Returned";0;28;"Male";"City18";"Credit Card";"Next-Day";40.99;280.15;56.03
"ORD00007454";"PROD00007454";"USER00007454";"2024-06-16";"";"Electronics";51.14;1;"No Return";"Not Returned";0;40;"Female";"City67";"Gift Card";"Next-Day";23.58;39.08;7.82
"ORD00007455";"PROD00007455";"USER00007455";"2023-05-06";"";"Home";319.76;3;"No Return";"Not Returned";0;54;"Female";"City8";"Debit Card";"Standard";11.03;853.47;170.69
"ORD00007456";"PROD00007456";"USER00007456";"2023-05-02";"";"Home";36.74;2;"No Return";"Not Returned";0;26;"Male";"City14";"PayPal";"Next-Day";46.74;39.14;7.83
"ORD00007457";"PROD00007457";"USER00007457";"2024-04-22";"";"Toys";426.44;2;"No Return";"Not Returned";0;44;"Male";"City42";"Debit Card";"Express";29.42;601.96;120.39
"ORD00007458";"PROD00007458";"USER00007458";"2024-08-14";"2023-01-09";"Home";198.24;2;"Changed mind";"Returned";-583;50;"Female";"City59";"Debit Card";"Express";18.24;324.16;64.83
"ORD00007459";"PROD00007459";"USER00007459";"2023-11-15";"";"Toys";24.14;2;"No Return";"Not Returned";0;29;"Male";"City63";"PayPal";"Next-Day";8.52;44.17;8.83
"ORD00007460";"PROD00007460";"USER00007460";"2023-03-19";"";"Electronics";414.41;1;"No Return";"Not Returned";0;51;"Male";"City90";"Credit Card";"Next-Day";14.16;355.73;71.15
"ORD00007461";"PROD00007461";"USER00007461";"2023-10-02";"";"Clothing";275.97;4;"No Return";"Not Returned";0;23;"Male";"City50";"Credit Card";"Standard";31.35;757.81;151.56
"ORD00007462";"PROD00007462";"USER00007462";"2024-08-15";"2023-02-07";"Home";242.08;2;"Not as described";"Returned";-555;52;"Female";"City84";"Gift Card";"Express";7.99;445.48;89.1
"ORD00007463";"PROD00007463";"USER00007463";"2023-09-29";"";"Clothing";211.31;4;"No Return";"Not Returned";0;68;"Female";"City24";"Debit Card";"Express";34.3;555.32;111.06
"ORD00007464";"PROD00007464";"USER00007464";"2024-02-22";"2023-05-07";"Electronics";200.96;3;"Changed mind";"Returned";-291;18;"Male";"City36";"PayPal";"Express";9.45;545.91;109.18
"ORD00007465";"PROD00007465";"USER00007465";"2023-04-29";"";"Electronics";70.57;3;"No Return";"Not Returned";0;52;"Male";"City85";"Debit Card";"Express";31.9;144.17;28.83
"ORD00007466";"PROD00007466";"USER00007466";"2024-12-04";"";"Home";314.11;2;"No Return";"Not Returned";0;53;"Female";"City4";"Debit Card";"Next-Day";43.89;352.49;70.5
"ORD00007467";"PROD00007467";"USER00007467";"2024-07-09";"";"Home";183.6;3;"No Return";"Not Returned";0;57;"Female";"City27";"Gift Card";"Standard";6.26;516.32;103.26
"ORD00007468";"PROD00007468";"USER00007468";"2024-06-13";"2023-03-28";"Books";179.48;5;"Not as described";"Returned";-443;18;"Female";"City87";"Debit Card";"Express";29.61;631.68;126.34
